index,docId,category,charCount,wordCount,url
7659,economic159,economic,2029,764,https://btv.com.kh/article/18238/
7660,economic160,economic,2340,874,https://btv.com.kh/article/29524/
7661,economic161,economic,2370,910,https://btv.com.kh/article/56713/
7662,economic162,economic,4668,1699,https://www.rfa.org/khmer/news/economy/human-trafficking-to-china-shows-highest-numbers-from-kompong-cham-and-tbong-khmum-provinces-12222024113654.html
7663,economic163,economic,1372,489,https://btv.com.kh/article/26284/
7664,economic164,economic,2195,795,https://btv.com.kh/article/20207/
7665,economic165,economic,3410,1255,https://www.postkhmer.com/business/2025-2-10-1639-261294
7666,economic166,economic,5273,1949,https://www.rfa.org/khmer/news/economy/the-council-for-the-development-of-cambodia-plans-to-launch-a-door-to-door-mission-for-investors-in-the-united-states-in-september-09232024042717.html
7667,economic167,economic,1398,539,https://btv.com.kh/article/10774/
7668,economic168,economic,1879,657,https://btv.com.kh/article/56709/
7669,economic169,economic,985,339,https://dap-news.com/economic/2022/01/04/211266/
7670,economic170,economic,1256,463,https://btv.com.kh/article/23204/
7671,economic171,economic,2135,801,https://btv.com.kh/article/58188/
7672,economic172,economic,1666,599,https://btv.com.kh/article/11099/
7673,economic173,economic,3681,1316,https://www.postkhmer.com/business/2024-12-23-1419-260942
7674,economic174,economic,1416,520,https://btv.com.kh/article/21655/
7675,economic175,economic,1015,394,https://dap-news.com/economic/2020/12/19/106236/
7676,economic176,economic,233,84,https://btv.com.kh/article/11400/
7677,economic177,economic,6600,2423,https://www.rfa.org/khmer/news/economy/cambodia-is-exploring-strategies-to-boost-the-number-of-chinese-tourists-visiting-cambodia-11192023085343.html
7678,economic178,economic,1386,525,https://btv.com.kh/article/12480/
7679,economic179,economic,5437,1938,https://www.postkhmer.com/business/2024-11-29-1814-260774
7680,economic180,economic,2142,785,https://www.rfa.org/khmer/news/economy/central-finds-workers-in-banteay-meanchey-province-malai-district-migrate-to-thailand-due-to-bank-debt-and-local-unemployment-02212024050515.html
7681,economic181,economic,1962,726,https://btv.com.kh/article/19865/
7682,economic182,economic,6579,2414,https://www.rfa.org/khmer/news/economy/workers-hauling-carts-in-poipet-city-face-difficulties-after-customs-officials-stopped-hauling-carts-across-the-border-07152024233834.html
7683,economic183,economic,1949,715,https://btv.com.kh/article/10895/
7684,economic184,economic,3548,1312,https://www.postkhmer.com/business/2025-1-27-173-261191
7685,economic185,economic,1577,595,https://btv.com.kh/article/17874/
7686,economic186,economic,1576,585,https://btv.com.kh/article/14926/
7687,economic187,economic,1851,661,https://btv.com.kh/article/58898/
7688,economic188,economic,4365,1590,https://www.rfa.org/khmer/news/economy/cambodia-china-cooperation-on-tourism-shows-cambodia-endless-reliance-on-china-10032024085343.html
7689,economic189,economic,1478,555,https://btv.com.kh/article/6946/
7690,economic190,economic,2895,1048,https://btv.com.kh/article/57428/
7691,economic191,economic,2539,943,https://btv.com.kh/article/56178/
7692,economic192,economic,5188,1936,https://www.rfa.org/khmer/news/economy/farmers-complain-about-declining-cassava-price-12032024100940.html
7693,economic193,economic,1282,483,https://btv.com.kh/article/18377/
7694,economic194,economic,2226,733,https://btv.com.kh/article/65944/
7695,economic195,economic,1516,548,https://btv.com.kh/article/65334/
7696,economic196,economic,2314,852,https://btv.com.kh/article/67633/
7697,economic197,economic,2093,773,https://btv.com.kh/article/18364/
7698,economic198,economic,1141,407,https://btv.com.kh/article/22221/
7699,economic199,economic,2376,881,https://www.postkhmer.com/business/2024-9-4-815-260231
7700,economic200,economic,1930,707,https://btv.com.kh/article/11460/
7701,economic201,economic,2238,837,https://btv.com.kh/article/20028/
7702,economic202,economic,3016,1123,https://www.postkhmer.com/business/2024-11-20-1619-260710
7703,economic203,economic,1997,729,https://btv.com.kh/article/14335/
7704,economic204,economic,1330,494,https://btv.com.kh/article/23295/
7705,economic205,economic,232,85,https://btv.com.kh/article/11783/
7706,economic206,economic,1406,522,https://btv.com.kh/article/25351/
7707,economic207,economic,4856,1777,https://www.rfa.org/khmer/news/economy/ang-phas-area-attracts-tourists-and-creates-jobs-for-some-villagers-10152023092038.html
7708,economic208,economic,4010,1500,https://www.postkhmer.com/business/2024-11-21-1714-260720
7709,economic209,economic,1545,592,https://btv.com.kh/article/18339/
7710,economic210,economic,1266,441,https://btv.com.kh/article/18898/
7711,economic211,economic,5237,1908,https://www.rfa.org/khmer/news/economy/factory-workers-facing-difficulties-in-livelihood-after-many-factories-closed-02202023104637.html
7712,economic212,economic,1443,527,https://btv.com.kh/article/15758/
7713,economic213,economic,2020,758,https://btv.com.kh/article/64547/
7714,economic214,economic,5146,1904,https://www.rfa.org/khmer/news/economy/cambodian-government-claims-chinese-investors-lead-in-august-2024-09122024071013.html
7715,economic215,economic,4981,1876,https://www.rfa.org/khmer/news/economy/cambodia-wants-to-attract-more-us-investors-06272024115254.html
7716,economic216,economic,1286,459,https://btv.com.kh/article/32507/
7717,economic217,economic,2702,981,https://www.postkhmer.com/business/2024-8-16-190-260125
7718,economic218,economic,1309,492,https://btv.com.kh/article/23774/
7719,economic219,economic,3217,1216,https://www.postkhmer.com/business/2024-10-10-1618-260440
7720,economic220,economic,1559,602,https://btv.com.kh/article/62652/
7721,economic221,economic,3636,1374,https://www.rfa.org/khmer/news/economy/political-analysts-said-unconditional-lending-from-china-violates-human-rights-12312022054804.html
7722,economic222,economic,1843,671,https://btv.com.kh/article/7076/
7723,economic223,economic,2291,827,https://btv.com.kh/article/53610/
7724,economic224,economic,2786,1039,https://btv.com.kh/article/43544/
7725,economic225,economic,8470,3125,https://www.postkhmer.com/business/2024-10-14-196-260466
7726,economic226,economic,1671,620,https://btv.com.kh/article/34513/
7727,economic227,economic,2742,956,https://btv.com.kh/article/60350/
7728,economic228,economic,1816,674,https://btv.com.kh/article/31471/
7729,economic229,economic,5496,2048,https://www.rfa.org/khmer/news/economy/observers-urge-gov-to-curb-human-trafficking-for-tourists-02282025235706.html
7730,economic230,economic,921,330,https://btv.com.kh/article/26576/
7731,economic231,economic,1346,494,https://btv.com.kh/article/16785/
7732,economic232,economic,4356,1589,https://www.rfa.org/khmer/news/economy/workers-expressed-concerns-of-losing-their-jobs-over-eba-withdrawal-03172023170332.html
7733,economic233,economic,4353,1597,https://www.postkhmer.com/business/2025-1-15-1420-261097
7734,economic234,economic,3672,1364,https://www.rfa.org/khmer/news/economy/cmac-produce-war-memorabilia-sell-siemreap-03022025094254.html
7735,economic235,economic,1442,534,https://btv.com.kh/article/27955/
7736,economic236,economic,4282,1573,https://www.postkhmer.com/national/2025-1-16-96-261103
7737,economic237,economic,2352,885,https://btv.com.kh/article/62608/
7738,economic238,economic,1601,562,https://btv.com.kh/article/13642/
7739,economic239,economic,2105,773,https://btv.com.kh/article/51341/
7740,economic240,economic,2450,923,https://btv.com.kh/article/59536/
7741,economic241,economic,4655,1729,https://www.rfa.org/khmer/news/economy/citizens-complain-that-the-economic-crisis-is-affecting-their-livelihood-11042023105320.html
7742,economic242,economic,1170,451,https://btv.com.kh/article/28043/
7743,economic243,economic,1258,447,https://btv.com.kh/article/43677/
7744,economic244,economic,1920,684,https://btv.com.kh/article/53706/
7745,economic245,economic,939,351,https://btv.com.kh/article/40323/
7746,economic246,economic,5042,1870,https://www.rfa.org/khmer/news/economy/five-irregularities-of-funan-canal-that-may-bring-shame-to-cambodia-06172024075729.html
7747,economic247,economic,1794,650,https://btv.com.kh/article/14330/
7748,economic248,economic,3647,1382,https://www.rfa.org/khmer/news/economy/khmchinayuanclearance-01182024131012.html
7749,economic249,economic,1829,671,https://btv.com.kh/article/20417/
7750,economic250,economic,3971,1489,https://www.postkhmer.com/business/2024-9-23-1237-260350
7751,economic251,economic,4427,1583,https://dap-news.com/economic/2024/10/24/455946/
7752,economic252,economic,1545,564,https://www.rfa.org/khmer/news/economy/cambodia-and-malaysia-enable-cross-border-payments-02282024213924.html
7753,economic253,economic,1461,538,https://btv.com.kh/article/9807/
7754,economic254,economic,1577,577,https://btv.com.kh/article/61113/
7755,economic255,economic,1382,513,https://btv.com.kh/article/40920/
7756,economic256,economic,2508,926,https://www.rfa.org/khmer/news/economy/cambodia-hold-welcome-ceremony-for-chinese-tourists-at-the-airport-01142023210218.html
7757,economic257,economic,3633,1369,https://www.rfa.org/khmer/news/economy/farmers-in-tonle-sap-lake-province-call-on-the-government-to-stop-deleting-lakes-and-streams-to-store-water-for-all-season-rice-01272024220413.html
7758,economic258,economic,1772,665,https://btv.com.kh/article/15296/
7759,economic259,economic,1160,423,https://btv.com.kh/article/27068/
7760,economic260,economic,3161,1199,https://www.postkhmer.com/business/2024-9-19-1343-260326
7761,economic261,economic,1147,436,https://btv.com.kh/article/14297/
7762,economic262,economic,1666,621,https://btv.com.kh/article/16872/
7763,economic263,economic,1544,558,https://btv.com.kh/article/7691/
7764,economic264,economic,4895,1806,https://www.rfa.org/khmer/news/economy/rubber-farmers-say-they-will-give-up-their-jobs-if-rubber-prices-continue-to-fall-11052023042303.html
7765,economic265,economic,2790,993,https://www.postkhmer.com/business/2025-1-22-168-261160
7766,economic266,economic,1579,577,https://btv.com.kh/article/9739/
7767,economic267,economic,2202,803,https://btv.com.kh/article/65956/
7768,economic268,economic,1130,422,https://btv.com.kh/article/28669/
7769,economic269,economic,2321,863,https://btv.com.kh/article/16884/
7770,economic270,economic,888,317,https://btv.com.kh/article/63456/
7771,economic271,economic,2195,806,https://btv.com.kh/article/25596/
7772,economic272,economic,1428,535,https://btv.com.kh/article/14188/
7773,economic273,economic,1415,527,https://btv.com.kh/article/6949/
7774,economic274,economic,1626,556,https://btv.com.kh/article/30776/
7775,economic275,economic,1789,657,https://btv.com.kh/article/24584/
7776,economic276,economic,2926,1062,https://btv.com.kh/article/38381/
7777,economic277,economic,1488,502,https://btv.com.kh/article/15105/
7778,economic278,economic,1707,610,https://btv.com.kh/article/14817/
7779,economic279,economic,2259,824,https://btv.com.kh/article/63321/
7780,economic280,economic,2152,796,https://btv.com.kh/article/55996/
7781,economic281,economic,1647,602,https://btv.com.kh/article/11415/
7782,economic282,economic,1081,365,https://btv.com.kh/article/47932/
7783,economic283,economic,1393,538,https://www.rfa.org/khmer/news/economy/expressway-toll-cost-over-usd18-from-phnom-penh-to-sihanoukville-will-start-in-july-04282022034315.html
7784,economic284,economic,5005,1791,https://www.rfa.org/khmer/news/economy/starlight-apparel-workers-continue-protested-for-labor-dispute-resolution-06152023135607.html
7785,economic285,economic,1709,609,https://btv.com.kh/article/19272/
7786,economic286,economic,2849,1046,https://btv.com.kh/article/69505/
7787,economic287,economic,1903,702,https://btv.com.kh/article/53181/
7788,economic288,economic,1125,431,https://btv.com.kh/article/70359/
7789,economic289,economic,1859,672,https://btv.com.kh/article/9635/
7790,economic290,economic,1902,715,https://btv.com.kh/article/24203/
7791,economic291,economic,4591,1664,https://www.postkhmer.com/business/2024-9-27-152-260375
7792,economic292,economic,1014,387,https://btv.com.kh/article/26034/
7793,economic293,economic,1124,409,https://btv.com.kh/article/29798/
7794,economic294,economic,1716,679,https://btv.com.kh/article/12904/
7795,economic295,economic,2193,779,https://btv.com.kh/article/8534/
7796,economic296,economic,1593,617,https://btv.com.kh/article/24319/
7797,economic297,economic,1426,528,https://btv.com.kh/article/52185/
7798,economic298,economic,1565,564,https://btv.com.kh/article/19693/
7799,economic299,economic,2431,889,https://btv.com.kh/article/9325/
7800,economic300,economic,1675,593,https://btv.com.kh/article/12583/
7801,economic301,economic,1113,415,https://btv.com.kh/article/66512/
7802,economic302,economic,3224,1187,https://www.postkhmer.com/business/2025-1-29-1533-261205
7803,economic303,economic,2713,954,https://btv.com.kh/article/14777/
7804,economic304,economic,4153,1503,https://www.rfa.org/khmer/news/economy/workers-of-dayup-global-factory-protest-for-salary-05122023172117.html
7805,economic305,economic,1942,711,https://btv.com.kh/article/22951/
7806,economic306,economic,273,100,https://btv.com.kh/article/14326/
7807,economic307,economic,5134,1852,https://www.rfa.org/khmer/news/economy/cambodia-continues-to-welcome-more-than-100-chinese-tourists-as-civil-society-officials-call-for-effective-measures-02082023185133.html
7808,economic308,economic,1896,720,https://btv.com.kh/article/68737/
7809,economic309,economic,3673,1330,https://www.postkhmer.com/business/2024-10-16-1535-260470
